complaint_id,victim_city,amount,amount_band,victim_bank,fraud_type,transaction_count,mule_bank,complaint_hour,complaint_delay_hours,day_of_week,withdrawal_cluster_id
CMP00786,Jaipur,536734.9,4,HDFC Bank,IMPERSONATION,1,Indian Bank,4,39,6,11
CMP00787,Patna,43804.29,1,Yes Bank,LOTTERY_FRAUD,5,Indian Bank,4,52,5,13
CMP00788,Mumbai,33773.59,1,HDFC Bank,OTP_SCAM,11,Canara Bank,9,62,5,12
CMP00789,Surat,48691.14,1,ICICI Bank,OTP_SCAM,3,Indian Bank,4,29,5,12
CMP00790,Surat,67206.33,2,HDFC Bank,LOAN_FRAUD,10,Bank of Baroda,0,20,4,16
CMP00791,Chennai,30232.18,1,ICICI Bank,KYC_UPDATE,8,SBI,12,8,0,15
CMP00792,Lucknow,36326.37,1,Axis Bank,INVESTMENT_SCAM,11,Indian Bank,3,56,1,18
CMP00793,Kolkata,21601.45,1,Yes Bank,INVESTMENT_SCAM,4,Indian Bank,21,13,4,17
CMP00794,Ahmedabad,72224.98,2,HDFC Bank,IMPERSONATION,7,Bank of Baroda,9,59,0,14
CMP00795,Pune,483781.5,3,Yes Bank,OTP_SCAM,1,Bank of Baroda,4,60,5,12
CMP00796,Lucknow,620044.52,4,Yes Bank,TECH_SUPPORT_SCAM,6,PNB,16,9,1,18
CMP00797,Surat,25757.15,1,ICICI Bank,JOB_FRAUD,11,Canara Bank,20,62,3,5
CMP00798,Kolkata,34699.0,1,Axis Bank,LOAN_FRAUD,10,Indian Bank,12,9,0,5
CMP00799,Mumbai,40396.37,1,HDFC Bank,INVESTMENT_SCAM,11,Bank of Baroda,23,31,0,5
CMP00800,Ahmedabad,11496.73,1,HDFC Bank,IMPERSONATION,10,SBI,23,10,3,0
CMP00801,Bengaluru,35495.83,1,HDFC Bank,LOTTERY_FRAUD,7,Bank of Baroda,17,26,1,12
CMP00802,Chennai,78844.37,2,ICICI Bank,INVESTMENT_SCAM,9,Bank of Baroda,18,4,5,3
CMP00803,Delhi,135244.25,2,ICICI Bank,INVESTMENT_SCAM,6,SBI,2,44,1,17
CMP00804,Chennai,34739.15,1,Yes Bank,INVESTMENT_SCAM,9,Bank of Baroda,17,18,6,15
CMP00805,Patna,14717.1,1,HDFC Bank,KYC_UPDATE,9,PNB,7,7,4,14
CMP00806,Hyderabad,73679.45,2,Kotak Mahindra,LOAN_FRAUD,2,Canara Bank,9,10,4,16
CMP00807,Ahmedabad,66631.17,2,Yes Bank,LOAN_FRAUD,9,SBI,15,34,5,13
CMP00808,Chennai,42670.5,1,Axis Bank,LOAN_FRAUD,3,SBI,10,8,1,1
CMP00809,Mumbai,62089.02,2,Kotak Mahindra,TECH_SUPPORT_SCAM,12,Indian Bank,17,62,1,15
CMP00810,Jaipur,29103.7,1,Yes Bank,OTP_SCAM,11,PNB,7,3,0,12
CMP00811,Lucknow,154316.08,2,Kotak Mahindra,OTP_SCAM,7,SBI,13,55,4,13
CMP00812,Bengaluru,390536.17,3,ICICI Bank,TECH_SUPPORT_SCAM,7,Canara Bank,2,2,1,14
CMP00813,Surat,27542.24,1,ICICI Bank,OTP_SCAM,2,SBI,9,6,2,16
CMP00814,Kolkata,148488.54,2,Yes Bank,LOAN_FRAUD,8,Bank of Baroda,2,33,4,11
CMP00815,Jaipur,36145.75,1,Axis Bank,INVESTMENT_SCAM,9,Canara Bank,16,35,2,17
CMP00816,Bengaluru,18142.2,1,Kotak Mahindra,OTP_SCAM,8,Indian Bank,4,67,1,16
CMP00817,Bengaluru,147486.21,2,ICICI Bank,KYC_UPDATE,4,SBI,14,15,0,14
CMP00818,Patna,44182.97,1,Kotak Mahindra,LOAN_FRAUD,2,Canara Bank,12,64,0,12
CMP00819,Delhi,27243.4,1,ICICI Bank,JOB_FRAUD,7,PNB,1,40,0,16
CMP00820,Hyderabad,43169.58,1,Yes Bank,TECH_SUPPORT_SCAM,1,PNB,13,55,6,1
CMP00821,Lucknow,32904.1,1,Kotak Mahindra,KYC_UPDATE,9,Canara Bank,18,67,2,15
CMP00822,Kolkata,268429.49,3,HDFC Bank,INVESTMENT_SCAM,11,Canara Bank,7,70,2,15
CMP00823,Bengaluru,141199.88,2,Axis Bank,LOAN_FRAUD,11,Canara Bank,3,40,4,13
CMP00824,Jaipur,48635.42,1,HDFC Bank,JOB_FRAUD,1,Bank of Baroda,15,72,1,13
CMP00825,Patna,20320.28,1,Yes Bank,LOAN_FRAUD,2,Canara Bank,8,34,6,12
CMP00826,Patna,77638.32,2,HDFC Bank,LOTTERY_FRAUD,2,PNB,16,57,4,13
CMP00827,Surat,178623.55,2,Axis Bank,OTP_SCAM,1,Canara Bank,11,70,5,12
CMP00828,Mumbai,19479.15,1,Yes Bank,KYC_UPDATE,2,Bank of Baroda,10,48,6,13
CMP00829,Pune,34278.67,1,Kotak Mahindra,KYC_UPDATE,3,Canara Bank,11,43,3,11
CMP00830,Hyderabad,21634.91,1,Yes Bank,JOB_FRAUD,3,SBI,4,4,0,16
CMP00831,Ahmedabad,107163.45,2,Yes Bank,INVESTMENT_SCAM,11,SBI,20,11,0,7
CMP00832,Lucknow,148879.66,2,HDFC Bank,IMPERSONATION,1,Indian Bank,16,57,2,9
CMP00833,Bengaluru,39927.53,1,ICICI Bank,INVESTMENT_SCAM,4,Canara Bank,3,31,3,13
CMP00834,Mumbai,24491.88,1,Axis Bank,TECH_SUPPORT_SCAM,9,Indian Bank,15,30,3,7
CMP00835,Lucknow,15525.61,1,ICICI Bank,LOTTERY_FRAUD,11,Bank of Baroda,8,37,2,13
CMP00836,Lucknow,165896.75,2,ICICI Bank,IMPERSONATION,8,Indian Bank,5,59,0,15
CMP00837,Surat,53589.72,2,HDFC Bank,JOB_FRAUD,1,PNB,5,10,1,13
CMP00838,Bengaluru,38479.34,1,ICICI Bank,IMPERSONATION,12,Bank of Baroda,3,44,6,18
CMP00839,Surat,959935.24,4,HDFC Bank,KYC_UPDATE,12,SBI,13,58,5,9
CMP00840,Surat,187451.28,2,ICICI Bank,JOB_FRAUD,12,PNB,16,11,1,18
CMP00841,Pune,30346.69,1,Kotak Mahindra,TECH_SUPPORT_SCAM,6,Bank of Baroda,18,36,6,18
CMP00842,Delhi,43762.62,1,Yes Bank,TECH_SUPPORT_SCAM,9,Indian Bank,13,37,2,15
CMP00843,Surat,45183.35,1,ICICI Bank,OTP_SCAM,9,Bank of Baroda,10,13,2,12
CMP00844,Jaipur,46707.72,1,Kotak Mahindra,LOAN_FRAUD,3,PNB,19,14,1,12
CMP00845,Lucknow,11589.8,1,Yes Bank,INVESTMENT_SCAM,1,PNB,17,69,6,15
CMP00846,Chennai,128134.08,2,Axis Bank,TECH_SUPPORT_SCAM,7,Indian Bank,14,38,0,3
CMP00847,Ahmedabad,198961.59,2,Kotak Mahindra,JOB_FRAUD,2,Canara Bank,23,15,2,7
CMP00848,Bengaluru,35224.96,1,ICICI Bank,KYC_UPDATE,6,Indian Bank,16,10,5,14
CMP00849,Surat,149169.56,2,Yes Bank,KYC_UPDATE,4,Canara Bank,20,5,5,14
CMP00850,Chennai,42554.75,1,ICICI Bank,IMPERSONATION,8,Canara Bank,23,64,2,2
CMP00851,Delhi,18341.88,1,Kotak Mahindra,INVESTMENT_SCAM,8,SBI,5,5,3,17
CMP00852,Pune,77009.65,2,Axis Bank,INVESTMENT_SCAM,9,Bank of Baroda,9,30,2,15
CMP00853,Lucknow,48516.76,1,Kotak Mahindra,TECH_SUPPORT_SCAM,2,Canara Bank,9,54,3,14
CMP00854,Kolkata,37878.74,1,Kotak Mahindra,KYC_UPDATE,11,Canara Bank,22,17,6,15
CMP00855,Pune,18604.25,1,ICICI Bank,IMPERSONATION,5,SBI,13,8,4,8
CMP00856,Ahmedabad,46494.75,1,Kotak Mahindra,TECH_SUPPORT_SCAM,7,Bank of Baroda,8,63,5,14
CMP00857,Jaipur,130401.96,2,Kotak Mahindra,LOAN_FRAUD,10,PNB,20,15,4,12
CMP00858,Ahmedabad,132934.13,2,HDFC Bank,OTP_SCAM,6,Canara Bank,20,7,4,16
CMP00859,Lucknow,186598.07,2,Kotak Mahindra,LOTTERY_FRAUD,5,PNB,10,53,1,0
CMP00860,Delhi,29396.0,1,Yes Bank,OTP_SCAM,9,SBI,5,37,2,16
CMP00861,Hyderabad,42731.84,1,HDFC Bank,OTP_SCAM,11,Bank of Baroda,8,11,0,16
CMP00862,Delhi,33527.83,1,Yes Bank,OTP_SCAM,3,Indian Bank,12,25,6,13
CMP00863,Lucknow,13987.17,1,HDFC Bank,IMPERSONATION,5,Canara Bank,20,61,3,14
CMP00864,Lucknow,626563.12,4,Axis Bank,IMPERSONATION,5,Bank of Baroda,7,49,0,12
CMP00865,Lucknow,10995.67,1,HDFC Bank,TECH_SUPPORT_SCAM,4,Bank of Baroda,7,58,2,15
CMP00866,Kolkata,44593.11,1,HDFC Bank,TECH_SUPPORT_SCAM,9,SBI,15,32,0,14
CMP00867,Delhi,23514.74,1,Kotak Mahindra,INVESTMENT_SCAM,7,Canara Bank,4,5,2,17
CMP00868,Hyderabad,22520.65,1,ICICI Bank,OTP_SCAM,8,Indian Bank,20,31,2,13
CMP00869,Ahmedabad,74313.97,2,HDFC Bank,KYC_UPDATE,3,Bank of Baroda,23,16,1,14
CMP00870,Jaipur,44968.6,1,ICICI Bank,IMPERSONATION,8,Indian Bank,13,52,0,15
CMP00871,Lucknow,16637.83,1,Axis Bank,LOAN_FRAUD,6,Indian Bank,9,67,5,11
CMP00872,Jaipur,776104.21,4,Kotak Mahindra,LOAN_FRAUD,6,PNB,4,22,4,15
CMP00873,Bengaluru,49732.41,1,Kotak Mahindra,OTP_SCAM,3,PNB,0,40,5,16
CMP00874,Bengaluru,16258.12,1,HDFC Bank,JOB_FRAUD,10,SBI,11,72,1,18
CMP00875,Hyderabad,34980.04,1,Kotak Mahindra,LOAN_FRAUD,12,Indian Bank,12,33,4,6
CMP00876,Patna,17133.01,1,ICICI Bank,KYC_UPDATE,12,SBI,18,14,1,18
CMP00877,Bengaluru,42291.98,1,Yes Bank,IMPERSONATION,10,Indian Bank,19,61,1,14
CMP00878,Patna,10009.87,1,ICICI Bank,KYC_UPDATE,3,PNB,2,7,1,15
CMP00879,Bengaluru,25729.87,1,Axis Bank,JOB_FRAUD,2,Indian Bank,12,61,2,13
CMP00880,Patna,156702.15,2,ICICI Bank,KYC_UPDATE,11,PNB,13,72,3,15
CMP00881,Pune,178305.85,2,Axis Bank,IMPERSONATION,1,PNB,21,45,5,17
CMP00882,Ahmedabad,356668.87,3,Axis Bank,INVESTMENT_SCAM,12,PNB,11,68,1,15
CMP00883,Bengaluru,55029.23,2,Axis Bank,KYC_UPDATE,1,Indian Bank,8,62,3,17
CMP00884,Pune,189136.23,2,HDFC Bank,LOAN_FRAUD,1,Indian Bank,19,59,3,17
CMP00885,Delhi,72978.76,2,Axis Bank,KYC_UPDATE,10,SBI,23,23,6,2
CMP00886,Mumbai,97135.48,2,HDFC Bank,IMPERSONATION,11,Bank of Baroda,17,36,6,0
CMP00887,Pune,104938.49,2,Axis Bank,TECH_SUPPORT_SCAM,10,PNB,0,52,3,1
CMP00888,Chennai,16903.41,1,Yes Bank,KYC_UPDATE,12,PNB,1,36,4,17
CMP00889,Pune,14708.58,1,HDFC Bank,LOTTERY_FRAUD,5,Canara Bank,14,12,4,2
CMP00890,Mumbai,35065.0,1,ICICI Bank,KYC_UPDATE,3,SBI,0,22,6,17
CMP00891,Mumbai,185221.88,2,ICICI Bank,JOB_FRAUD,11,Canara Bank,6,17,2,13
CMP00892,Hyderabad,43411.01,1,ICICI Bank,LOTTERY_FRAUD,6,Indian Bank,8,26,1,8
CMP00893,Hyderabad,23954.37,1,HDFC Bank,JOB_FRAUD,6,Bank of Baroda,20,67,3,5
CMP00894,Patna,49750.23,1,Kotak Mahindra,OTP_SCAM,9,PNB,13,45,5,9
CMP00895,Bengaluru,63613.63,2,Yes Bank,INVESTMENT_SCAM,12,Indian Bank,6,34,1,18
CMP00896,Jaipur,32550.78,1,ICICI Bank,LOTTERY_FRAUD,10,Bank of Baroda,21,5,2,11
CMP00897,Kolkata,46119.19,1,Kotak Mahindra,OTP_SCAM,6,Bank of Baroda,5,46,2,16
CMP00898,Jaipur,27398.74,1,Yes Bank,OTP_SCAM,10,Bank of Baroda,12,61,6,16
CMP00899,Jaipur,901946.17,4,Kotak Mahindra,TECH_SUPPORT_SCAM,1,Canara Bank,16,14,3,18
CMP00900,Kolkata,194785.34,2,Yes Bank,OTP_SCAM,5,PNB,16,26,4,4
CMP00901,Delhi,118807.03,2,HDFC Bank,TECH_SUPPORT_SCAM,3,Canara Bank,5,59,0,15
CMP00902,Hyderabad,115482.33,2,HDFC Bank,LOAN_FRAUD,4,PNB,23,32,1,13
CMP00903,Kolkata,25761.89,1,Axis Bank,JOB_FRAUD,8,SBI,6,61,5,16
CMP00904,Ahmedabad,23084.47,1,ICICI Bank,KYC_UPDATE,3,Canara Bank,9,55,4,14
CMP00905,Pune,76724.0,2,Yes Bank,JOB_FRAUD,4,SBI,7,48,2,18
CMP00906,Pune,18449.29,1,ICICI Bank,KYC_UPDATE,8,PNB,13,12,2,14
CMP00907,Hyderabad,55224.0,2,Axis Bank,LOTTERY_FRAUD,11,Bank of Baroda,13,23,1,13
CMP00908,Mumbai,170532.54,2,Axis Bank,JOB_FRAUD,11,SBI,0,21,2,13
CMP00909,Delhi,95443.18,2,Kotak Mahindra,JOB_FRAUD,7,Bank of Baroda,8,15,4,14
CMP00910,Jaipur,17153.58,1,Axis Bank,TECH_SUPPORT_SCAM,6,Indian Bank,13,69,6,14
CMP00911,Delhi,42513.4,1,Axis Bank,LOTTERY_FRAUD,5,Indian Bank,23,59,3,12
CMP00912,Jaipur,152958.15,2,Kotak Mahindra,KYC_UPDATE,1,Canara Bank,8,55,2,14
CMP00913,Hyderabad,21907.33,1,Axis Bank,LOTTERY_FRAUD,1,Bank of Baroda,1,15,2,17
CMP00914,Chennai,39071.5,1,ICICI Bank,IMPERSONATION,9,SBI,20,64,3,11
CMP00915,Surat,135360.24,2,Yes Bank,JOB_FRAUD,12,PNB,1,10,2,18
CMP00916,Lucknow,113379.49,2,HDFC Bank,IMPERSONATION,11,Canara Bank,0,24,5,2
CMP00917,Mumbai,692465.18,4,ICICI Bank,IMPERSONATION,5,Indian Bank,17,32,5,11
CMP00918,Chennai,77857.02,2,Kotak Mahindra,JOB_FRAUD,12,Canara Bank,16,6,4,18
CMP00919,Delhi,148581.92,2,Kotak Mahindra,LOAN_FRAUD,1,PNB,8,35,3,10
CMP00920,Chennai,12548.9,1,ICICI Bank,KYC_UPDATE,12,SBI,9,59,4,17
CMP00921,Jaipur,23854.65,1,Yes Bank,IMPERSONATION,6,SBI,14,20,3,15
CMP00922,Lucknow,36427.94,1,ICICI Bank,INVESTMENT_SCAM,5,Bank of Baroda,18,11,5,15
CMP00923,Surat,22613.52,1,Yes Bank,INVESTMENT_SCAM,5,Canara Bank,21,60,0,17
CMP00924,Patna,92583.15,2,Kotak Mahindra,TECH_SUPPORT_SCAM,1,Bank of Baroda,23,63,1,14
CMP00925,Patna,49685.24,1,HDFC Bank,IMPERSONATION,7,SBI,18,38,1,12
CMP00926,Bengaluru,40819.99,1,ICICI Bank,IMPERSONATION,10,Bank of Baroda,20,14,5,10
CMP00927,Chennai,46982.01,1,Kotak Mahindra,IMPERSONATION,8,Bank of Baroda,5,23,3,10
CMP00928,Pune,26724.0,1,ICICI Bank,JOB_FRAUD,7,SBI,13,53,1,13
CMP00929,Patna,39285.92,1,Yes Bank,LOTTERY_FRAUD,2,Indian Bank,0,42,4,13
CMP00930,Bengaluru,30453.42,1,HDFC Bank,KYC_UPDATE,11,Indian Bank,6,21,3,14
CMP00931,Surat,45777.83,1,ICICI Bank,JOB_FRAUD,3,Canara Bank,6,60,3,13
CMP00932,Kolkata,34160.27,1,Kotak Mahindra,INVESTMENT_SCAM,11,Indian Bank,10,21,1,18
CMP00933,Pune,60554.84,2,Kotak Mahindra,OTP_SCAM,8,Indian Bank,13,34,5,16
CMP00934,Jaipur,158772.58,2,HDFC Bank,JOB_FRAUD,7,Canara Bank,1,47,3,16
CMP00935,Ahmedabad,163691.06,2,HDFC Bank,JOB_FRAUD,3,SBI,18,15,5,16
CMP00936,Chennai,35681.42,1,Kotak Mahindra,LOTTERY_FRAUD,5,PNB,2,59,5,8
CMP00937,Hyderabad,135234.68,2,Kotak Mahindra,TECH_SUPPORT_SCAM,8,Canara Bank,19,5,6,14
CMP00938,Chennai,95999.41,2,Axis Bank,OTP_SCAM,6,Indian Bank,22,21,4,13
CMP00939,Kolkata,25369.07,1,ICICI Bank,LOAN_FRAUD,10,PNB,20,30,0,18
CMP00940,Kolkata,30343.66,1,Yes Bank,LOAN_FRAUD,5,SBI,16,52,3,12
CMP00941,Patna,44616.35,1,Yes Bank,LOTTERY_FRAUD,9,Canara Bank,15,22,6,15
CMP00942,Delhi,18972.4,1,HDFC Bank,IMPERSONATION,4,Canara Bank,8,16,5,15
CMP00943,Surat,36569.76,1,Yes Bank,OTP_SCAM,12,PNB,12,13,2,13
CMP00944,Jaipur,41890.79,1,Yes Bank,OTP_SCAM,4,Indian Bank,5,32,1,13
CMP00945,Patna,17600.57,1,Axis Bank,OTP_SCAM,5,Indian Bank,2,17,4,12
CMP00946,Patna,45265.63,1,Yes Bank,INVESTMENT_SCAM,8,Bank of Baroda,1,41,6,18
CMP00947,Jaipur,33575.03,1,HDFC Bank,KYC_UPDATE,4,Bank of Baroda,19,63,2,17
CMP00948,Surat,142161.99,2,Kotak Mahindra,KYC_UPDATE,10,PNB,14,1,2,8
CMP00949,Pune,21350.23,1,ICICI Bank,JOB_FRAUD,9,Canara Bank,20,39,2,7
CMP00950,Hyderabad,66720.51,2,Yes Bank,TECH_SUPPORT_SCAM,5,Indian Bank,5,63,0,14
CMP00951,Kolkata,64185.2,2,ICICI Bank,JOB_FRAUD,7,SBI,14,44,5,18
CMP00952,Chennai,40656.82,1,ICICI Bank,KYC_UPDATE,9,Canara Bank,15,14,5,17
CMP00953,Bengaluru,177853.59,2,ICICI Bank,LOTTERY_FRAUD,7,PNB,19,21,2,15
CMP00954,Surat,44249.5,1,Axis Bank,IMPERSONATION,5,PNB,9,48,1,11
CMP00955,Jaipur,26684.95,1,Axis Bank,TECH_SUPPORT_SCAM,10,Bank of Baroda,12,8,3,15
CMP00956,Delhi,94219.53,2,ICICI Bank,LOAN_FRAUD,11,PNB,11,4,2,13
CMP00957,Chennai,66025.19,2,Yes Bank,INVESTMENT_SCAM,8,Indian Bank,7,21,2,18
CMP00958,Delhi,34268.19,1,Kotak Mahindra,JOB_FRAUD,4,Bank of Baroda,12,8,0,16
CMP00959,Jaipur,39993.05,1,Axis Bank,TECH_SUPPORT_SCAM,8,SBI,10,53,6,15
CMP00960,Lucknow,31863.41,1,HDFC Bank,INVESTMENT_SCAM,4,Bank of Baroda,21,34,4,15
CMP00961,Mumbai,82221.92,2,Axis Bank,LOTTERY_FRAUD,8,Canara Bank,10,60,1,12
CMP00962,Hyderabad,26431.16,1,Yes Bank,LOAN_FRAUD,3,SBI,12,63,6,1
CMP00963,Delhi,898464.71,4,Yes Bank,TECH_SUPPORT_SCAM,1,Bank of Baroda,10,69,3,18
CMP00964,Patna,41943.64,1,HDFC Bank,KYC_UPDATE,2,Indian Bank,2,60,4,14
CMP00965,Hyderabad,23217.18,1,Kotak Mahindra,IMPERSONATION,12,Bank of Baroda,5,44,3,13
CMP00966,Ahmedabad,108492.12,2,Yes Bank,OTP_SCAM,1,Canara Bank,0,29,2,13
CMP00967,Lucknow,914594.83,4,Kotak Mahindra,TECH_SUPPORT_SCAM,10,PNB,22,20,1,6
CMP00968,Kolkata,176704.75,2,HDFC Bank,LOAN_FRAUD,9,SBI,4,70,2,10
CMP00969,Chennai,49640.15,1,ICICI Bank,TECH_SUPPORT_SCAM,5,PNB,7,28,6,15
CMP00970,Ahmedabad,81287.65,2,HDFC Bank,KYC_UPDATE,12,Bank of Baroda,1,58,3,14
CMP00971,Mumbai,68255.56,2,ICICI Bank,KYC_UPDATE,10,Indian Bank,6,16,3,11
CMP00972,Ahmedabad,103978.77,2,ICICI Bank,TECH_SUPPORT_SCAM,2,PNB,8,66,0,0
CMP00973,Ahmedabad,47829.27,1,Kotak Mahindra,OTP_SCAM,2,Bank of Baroda,2,56,6,12
CMP00974,Jaipur,98490.64,2,HDFC Bank,IMPERSONATION,12,Canara Bank,4,32,1,14
CMP00975,Surat,18393.02,1,Kotak Mahindra,LOTTERY_FRAUD,1,SBI,23,38,2,13
CMP00976,Kolkata,150300.17,2,Yes Bank,LOTTERY_FRAUD,12,PNB,11,15,6,12
CMP00977,Ahmedabad,41330.76,1,Axis Bank,LOAN_FRAUD,10,Canara Bank,10,4,3,12
CMP00978,Lucknow,16326.9,1,Kotak Mahindra,OTP_SCAM,12,Indian Bank,0,45,1,12
CMP00979,Jaipur,34130.84,1,Kotak Mahindra,JOB_FRAUD,8,Indian Bank,20,1,2,16
CMP00980,Pune,64459.74,2,Yes Bank,TECH_SUPPORT_SCAM,10,Canara Bank,15,26,1,15
CMP00981,Pune,45476.72,1,HDFC Bank,INVESTMENT_SCAM,12,SBI,3,32,1,17
CMP00982,Surat,49505.72,1,Kotak Mahindra,TECH_SUPPORT_SCAM,9,Indian Bank,8,17,2,14
CMP00983,Surat,211457.38,3,Kotak Mahindra,OTP_SCAM,4,SBI,20,5,6,5
CMP00984,Bengaluru,23756.07,1,HDFC Bank,IMPERSONATION,8,Indian Bank,20,52,3,14
CMP00985,Lucknow,40740.44,1,Kotak Mahindra,LOAN_FRAUD,12,SBI,10,44,1,13
CMP00986,Pune,24616.89,1,Axis Bank,KYC_UPDATE,5,Indian Bank,20,4,4,14
CMP00987,Mumbai,96054.56,2,Yes Bank,KYC_UPDATE,3,Canara Bank,13,71,0,16
CMP00988,Ahmedabad,83278.56,2,Yes Bank,LOTTERY_FRAUD,3,PNB,0,26,5,16
CMP00989,Patna,104398.42,2,Yes Bank,LOTTERY_FRAUD,1,Indian Bank,7,68,1,5
CMP00990,Surat,18087.84,1,ICICI Bank,INVESTMENT_SCAM,10,Indian Bank,1,52,2,17
CMP00991,Jaipur,200282.89,3,Axis Bank,JOB_FRAUD,12,PNB,8,72,5,13
CMP00992,Ahmedabad,164688.94,2,ICICI Bank,OTP_SCAM,8,PNB,7,51,6,13
CMP00993,Chennai,420974.3,3,Axis Bank,INVESTMENT_SCAM,4,SBI,12,16,5,4
CMP00994,Jaipur,14691.68,1,ICICI Bank,INVESTMENT_SCAM,6,Canara Bank,9,68,0,15
CMP00995,Pune,34401.43,1,Kotak Mahindra,INVESTMENT_SCAM,2,Canara Bank,4,10,6,10
CMP00996,Delhi,113886.59,2,Kotak Mahindra,LOAN_FRAUD,2,Canara Bank,5,63,6,3
CMP00997,Surat,43998.62,1,Yes Bank,KYC_UPDATE,6,Indian Bank,15,56,3,14
CMP00998,Hyderabad,87687.36,2,Yes Bank,LOAN_FRAUD,7,Canara Bank,11,11,0,13
CMP00999,Chennai,49892.1,1,Yes Bank,JOB_FRAUD,11,Bank of Baroda,22,63,4,13
CMP01000,Delhi,146401.67,2,Yes Bank,IMPERSONATION,10,SBI,3,13,0,7
CMP01001,Patna,55979.74,2,Yes Bank,TECH_SUPPORT_SCAM,7,Bank of Baroda,20,57,6,14
CMP01002,Pune,10965.78,1,Kotak Mahindra,IMPERSONATION,4,SBI,10,13,2,0
CMP01003,Hyderabad,398960.87,3,Axis Bank,JOB_FRAUD,6,Canara Bank,14,7,2,13
CMP01004,Chennai,26052.83,1,Yes Bank,LOTTERY_FRAUD,11,Indian Bank,11,23,6,10
CMP01005,Patna,65194.73,2,Yes Bank,TECH_SUPPORT_SCAM,6,PNB,23,12,5,14
CMP01006,Ahmedabad,23480.05,1,ICICI Bank,LOTTERY_FRAUD,12,Canara Bank,14,47,6,10
CMP01007,Mumbai,760182.64,4,ICICI Bank,OTP_SCAM,5,Indian Bank,17,38,6,12
CMP01008,Chennai,45077.32,1,HDFC Bank,KYC_UPDATE,12,SBI,12,34,1,17
CMP01009,Ahmedabad,160442.35,2,ICICI Bank,TECH_SUPPORT_SCAM,2,Bank of Baroda,9,11,2,14
CMP01010,Chennai,221087.35,3,Yes Bank,OTP_SCAM,11,PNB,7,29,1,14
CMP01011,Kolkata,886025.07,4,HDFC Bank,INVESTMENT_SCAM,4,Canara Bank,15,57,3,17
CMP01012,Kolkata,183290.62,2,Yes Bank,IMPERSONATION,7,Indian Bank,12,34,5,11
CMP01013,Ahmedabad,24282.97,1,Axis Bank,LOAN_FRAUD,4,Canara Bank,22,18,2,7
CMP01014,Mumbai,42290.14,1,Yes Bank,LOTTERY_FRAUD,9,Bank of Baroda,19,30,5,13
CMP01015,Hyderabad,124569.94,2,Yes Bank,JOB_FRAUD,8,SBI,13,9,1,16
CMP01016,Jaipur,48189.37,1,ICICI Bank,TECH_SUPPORT_SCAM,11,SBI,8,33,5,14
CMP01017,Surat,96473.79,2,ICICI Bank,IMPERSONATION,4,Bank of Baroda,22,39,2,13
CMP01018,Lucknow,242376.74,3,Yes Bank,LOTTERY_FRAUD,1,Canara Bank,11,16,6,2
CMP01019,Surat,818987.36,4,ICICI Bank,IMPERSONATION,4,PNB,5,24,0,15
CMP01020,Mumbai,152802.96,2,HDFC Bank,TECH_SUPPORT_SCAM,10,Bank of Baroda,13,49,5,18
CMP01021,Hyderabad,20080.57,1,Axis Bank,KYC_UPDATE,12,PNB,2,24,2,14
CMP01022,Bengaluru,45172.05,1,Kotak Mahindra,KYC_UPDATE,9,SBI,1,72,0,14
CMP01023,Lucknow,11106.14,1,HDFC Bank,OTP_SCAM,6,SBI,18,48,6,12
CMP01024,Kolkata,37327.24,1,Yes Bank,JOB_FRAUD,6,PNB,4,48,4,16
CMP01025,Jaipur,910586.83,4,HDFC Bank,LOTTERY_FRAUD,1,Indian Bank,3,40,2,13
CMP01026,Mumbai,34527.66,1,Kotak Mahindra,LOTTERY_FRAUD,10,PNB,10,59,5,12
CMP01027,Pune,15655.26,1,Yes Bank,KYC_UPDATE,6,SBI,15,25,6,15
CMP01028,Pune,36192.17,1,Yes Bank,JOB_FRAUD,9,SBI,16,69,4,13
CMP01029,Bengaluru,35053.57,1,ICICI Bank,LOAN_FRAUD,4,Bank of Baroda,12,56,3,12
CMP01030,Bengaluru,29904.58,1,Yes Bank,KYC_UPDATE,10,Bank of Baroda,9,8,4,6
CMP01031,Hyderabad,22546.15,1,Yes Bank,KYC_UPDATE,9,Indian Bank,1,69,0,15
CMP01032,Bengaluru,160781.01,2,Yes Bank,INVESTMENT_SCAM,11,SBI,16,23,4,17
CMP01033,Mumbai,60944.52,2,Kotak Mahindra,INVESTMENT_SCAM,4,PNB,6,64,1,17
CMP01034,Ahmedabad,19615.5,1,ICICI Bank,OTP_SCAM,5,SBI,10,23,3,11
CMP01035,Delhi,36741.31,1,ICICI Bank,IMPERSONATION,10,PNB,13,40,1,8
CMP01036,Surat,43705.37,1,HDFC Bank,IMPERSONATION,7,Bank of Baroda,6,63,2,12
CMP01037,Surat,60578.65,2,Kotak Mahindra,OTP_SCAM,11,PNB,3,15,1,15
CMP01038,Kolkata,405199.33,3,Yes Bank,KYC_UPDATE,3,Canara Bank,21,51,2,15
CMP01039,Mumbai,29918.69,1,Kotak Mahindra,KYC_UPDATE,2,PNB,4,67,0,14
CMP01040,Delhi,170961.37,2,Kotak Mahindra,INVESTMENT_SCAM,2,PNB,7,56,4,17
CMP01041,Patna,158736.52,2,HDFC Bank,JOB_FRAUD,4,Indian Bank,1,2,1,16
