atm_id,lat,lng,city,bank,address,cluster_id
ATM0275,25.640635,85.120799,Patna,SBI,"H.No. 23, Rajan Nagar, Suryapet 882176",9
ATM0276,25.628604,85.097571,Patna,HDFC,"70/54, Bandi Path, Tenali-694961",9
ATM0277,18.542644,73.847698,Pune,Canara,"H.No. 361, Ramachandran Ganj, Raipur 101830",10
ATM0278,18.485836,73.853649,Pune,HDFC,"48, Hegde Road, Malegaon-521705",10
ATM0279,18.504256,73.87597,Pune,Canara,"95, Anne Path, Jabalpur-531985",10
ATM0280,18.555577,73.891934,Pune,ICICI,"49, Din, Bhiwandi-745534",10
ATM0281,18.508401,73.838366,Pune,BOB,"H.No. 213, Swaminathan Path, Mehsana 568170",10
ATM0282,18.54634,73.893938,Pune,SBI,"09, Master, Aurangabad 335444",10
ATM0283,18.477242,73.869816,Pune,HDFC,"H.No. 82, Vohra, Raebareli 472192",10
ATM0284,18.570143,73.881377,Pune,PNB,"H.No. 178, Thaker Street, Danapur 351910",10
ATM0285,18.480244,73.870075,Pune,ICICI,"740, Purohit Path, Proddatur-495198",10
ATM0286,18.514768,73.8761,Pune,HDFC,"11/599, Prabhu Ganj, Danapur 227573",10
ATM0287,18.474999,73.886314,Pune,SBI,"039, Deep Zila, Muzaffarnagar-119192",10
ATM0288,18.507884,73.821257,Pune,PNB,"39/00, Dani, Nangloi Jat 453546",10
ATM0289,18.526993,73.885952,Pune,SBI,"H.No. 576, Atwal Street, Farrukhabad 306301",10
ATM0290,18.478297,73.893784,Pune,Canara,"997, Jayaraman Path, Orai-640481",10
ATM0291,18.494483,73.897983,Pune,SBI,"09/17, Date Road, Gandhinagar-911029",10
ATM0292,21.18399,72.827057,Surat,Canara,"84, Ramesh Street, Serampore 397492",11
ATM0293,21.210091,72.827625,Surat,SBI,"150, Rajan Path, Ambattur 344583",11
ATM0294,21.17486,72.788486,Surat,HDFC,"17, Dhawan Chowk, Bathinda-389626",11
ATM0295,21.218965,72.811015,Surat,HDFC,"901, Bhat Chowk, Bettiah-701690",11
ATM0296,21.189231,72.826784,Surat,SBI,"831, Edwin Street, Bhimavaram 142808",11
ATM0297,21.220137,72.866434,Surat,SBI,"83, Lata Circle, Hubli–Dharwad 736706",11
ATM0298,21.158336,72.816996,Surat,SBI,"27/661, Bhakta Marg, Farrukhabad 521938",11
ATM0299,21.190128,72.783294,Surat,ICICI,"75/14, Dave Chowk, Tadepalligudem-444995",11
ATM0300,21.159781,72.78191,Surat,ICICI,"11/30, Deo, Solapur 514792",11
ATM0301,21.198031,72.87846,Surat,HDFC,"499, Goda Chowk, Vijayawada-476305",11
ATM0302,21.194717,72.864384,Surat,HDFC,"H.No. 28, Oak Marg, Rajkot 764161",11
ATM0303,21.197774,72.804112,Surat,ICICI,"91/762, Patla, Hosur 207224",11
ATM0304,21.1421,72.800113,Surat,SBI,"72, Kant Chowk, Parbhani-000202",11
ATM0305,21.195758,72.857847,Surat,Canara,"49/83, Nagarajan Chowk, Kirari Suleman Nagar-457399",11
ATM0306,21.133878,72.790816,Surat,Canara,"H.No. 034, Sastry Chowk, Kanpur 327055",11
ATM0307,21.124142,72.859961,Surat,SBI,"H.No. 556, Upadhyay Circle, Dindigul 025631",11
ATM0308,21.156686,72.794241,Surat,HDFC,"21/043, Sawhney Circle, Howrah 521353",11
ATM0309,21.152872,72.82265,Surat,SBI,"189, Saxena, Ambala-389967",11
ATM0310,21.198851,72.868746,Surat,PNB,"H.No. 85, Gade Path, Allahabad-795136",11
ATM0311,21.170379,72.808353,Surat,SBI,"08/342, Kaur Nagar, Shimoga-249143",11
ATM0312,21.211605,72.875519,Surat,HDFC,"H.No. 49, Gala Marg, Loni-325552",11
ATM0313,21.149714,72.86814,Surat,ICICI,"27/68, Gandhi Road, Giridih 758547",11
ATM0314,21.167033,72.78863,Surat,BOB,"35/65, Murthy Nagar, Bhimavaram-745503",11
ATM0315,21.142761,72.848732,Surat,Canara,"189, Virk Street, Raipur-172447",11
ATM0316,21.159941,72.865674,Surat,Canara,"17/30, Murty Chowk, Miryalaguda-439683",11
ATM0317,21.12923,72.820557,Surat,SBI,"161, Ahluwalia, Bhiwandi-184892",11
ATM0318,21.132559,72.817959,Surat,BOB,"35, Rastogi Circle, Sasaram-841190",11
ATM0319,21.146416,72.819203,Surat,Canara,"28, Mital Street, Srikakulam-165061",11
ATM0320,21.157347,72.848584,Surat,PNB,"16/06, Rao Nagar, Raipur 902745",11
ATM0321,24.001423,87.000841,Jamtara,HDFC,"03/67, Walla Marg, Kavali 615793",12
ATM0322,23.935137,86.951022,Jamtara,ICICI,"27/83, Misra Chowk, Kochi 920897",12
ATM0323,24.003939,86.974919,Jamtara,PNB,"05, Gour Circle, Durgapur-218337",12
ATM0324,23.926978,87.039326,Jamtara,SBI,"96/661, Mani Zila, Jaunpur 237535",12
ATM0325,23.962262,86.954419,Jamtara,ICICI,"11/26, Biswas, Naihati-188491",12
ATM0326,23.926566,86.990064,Jamtara,Canara,"H.No. 607, Issac Zila, Meerut 358650",12
ATM0327,23.987314,87.039297,Jamtara,PNB,"34/446, Vyas Circle, Dindigul-647880",12
ATM0328,23.987227,86.960152,Jamtara,PNB,"06/775, Dash Marg, Bokaro-754736",12
ATM0329,23.922902,86.993635,Jamtara,PNB,"11/871, Bhatia Chowk, Mathura 588900",12
ATM0330,24.008152,86.947972,Jamtara,PNB,"53, Chaudhary Chowk, Tiruchirappalli-408327",12
ATM0331,23.957338,87.039756,Jamtara,ICICI,"11/21, Kapur Marg, Kamarhati 504952",12
ATM0332,23.922935,87.013268,Jamtara,PNB,"H.No. 447, Ahluwalia Marg, Nanded-838453",12
ATM0333,24.010784,86.980567,Jamtara,PNB,"609, Sha, Sonipat 142602",12
ATM0334,23.931981,86.956916,Jamtara,ICICI,"73/86, Chatterjee Road, Delhi 454894",12
ATM0335,23.958472,87.010977,Jamtara,Canara,"H.No. 39, Bahl Ganj, Avadi-981230",12
ATM0336,23.972715,86.946836,Jamtara,BOB,"15, Sami Path, Bidhannagar-802445",12
ATM0337,23.937357,86.957292,Jamtara,Canara,"12/153, Narula Ganj, Gopalpur 517836",12
ATM0338,23.919861,87.021216,Jamtara,SBI,"64/44, Varma Chowk, Gulbarga-942509",12
ATM0339,23.934595,87.03167,Jamtara,SBI,"76/120, Sunder Path, Srinagar 187222",12
ATM0340,23.927755,87.034753,Jamtara,SBI,"H.No. 509, Gupta Ganj, Tiruppur-493603",12
ATM0341,23.998841,86.959169,Jamtara,SBI,"H.No. 321, Shetty Path, Ramagundam-274767",12
ATM0342,23.938065,86.96215,Jamtara,Canara,"729, Shroff Nagar, Saharsa 210595",12
ATM0343,23.915578,86.946186,Jamtara,BOB,"25/545, Trivedi Circle, Naihati 863371",12
ATM0344,23.936793,86.977077,Jamtara,SBI,"H.No. 213, Sahni Marg, Korba-318453",12
ATM0345,23.91824,87.018872,Jamtara,PNB,"06, Dani Street, Jalgaon-009837",12
ATM0346,23.987567,86.992325,Jamtara,BOB,"626, Kari Ganj, Morbi-620445",12
ATM0347,23.964324,86.955605,Jamtara,PNB,"H.No. 995, Ratti Marg, Haldia 367072",12
ATM0348,24.007542,86.949037,Jamtara,BOB,"46/55, Oommen Circle, Nanded 269628",12
ATM0349,23.999698,86.996845,Jamtara,PNB,"758, Deo Circle, Indore 916654",12
ATM0350,24.009403,86.950783,Jamtara,PNB,"H.No. 626, Thaker Street, Bhiwani-356727",12
ATM0351,23.953162,87.01331,Jamtara,PNB,"36/187, Pillay Zila, Eluru 411485",12
ATM0352,24.00397,86.952049,Jamtara,SBI,"72, Ramanathan Street, Bongaigaon 215142",12
ATM0353,23.97383,86.951268,Jamtara,SBI,"77/57, Cherian Circle, Pondicherry 796809",12
ATM0354,23.976308,86.999536,Jamtara,SBI,"H.No. 39, Srivastava Street, Surat 741861",12
ATM0355,23.798756,86.425772,Dhanbad,Canara,"H.No. 423, Saxena, Warangal-600796",13
ATM0356,23.755618,86.450578,Dhanbad,ICICI,"75, Ganesan, Tumkur 753111",13
ATM0357,23.810792,86.457296,Dhanbad,BOB,"31, Devan Marg, Jammu 924493",13
ATM0358,23.767202,86.425555,Dhanbad,SBI,"H.No. 73, Sem, Ludhiana-420651",13
ATM0359,23.779593,86.42575,Dhanbad,PNB,"77/694, Hans Nagar, Darbhanga 330555",13
ATM0360,23.755209,86.423076,Dhanbad,Canara,"51/39, Amble Road, Muzaffarnagar 928364",13
ATM0361,23.78313,86.395664,Dhanbad,HDFC,"162, Batta Zila, Farrukhabad 008283",13
ATM0362,23.752413,86.463577,Dhanbad,SBI,"768, Buch Ganj, Tiruppur-737011",13
ATM0363,23.755356,86.45428,Dhanbad,ICICI,"90/197, Sha Circle, Ludhiana-376174",13
ATM0364,23.801337,86.439047,Dhanbad,Canara,"72/593, Lad Chowk, Satara 219945",13
ATM0365,23.778665,86.392623,Dhanbad,PNB,"H.No. 994, Mahajan Circle, Bijapur 817883",13
ATM0366,23.812234,86.455428,Dhanbad,ICICI,"03/51, Kamdar Nagar, Guntakal-071934",13
ATM0367,23.817806,86.47724,Dhanbad,Canara,"22/64, Trivedi Nagar, Bahraich-597454",13
ATM0368,23.780865,86.438192,Dhanbad,SBI,"34, Contractor Road, Dhanbad 162562",13
ATM0369,23.811374,86.402824,Dhanbad,SBI,"H.No. 77, Kamdar Nagar, Mirzapur 439849",13
ATM0370,23.830237,86.417156,Dhanbad,BOB,"H.No. 50, Sanghvi, Mahbubnagar-040353",13
ATM0371,23.80311,86.461122,Dhanbad,ICICI,"527, Banerjee Circle, Indore 466196",13
ATM0372,23.843155,86.462243,Dhanbad,Canara,"H.No. 169, Kulkarni Marg, Mumbai-268337",13
ATM0373,23.80997,86.383025,Dhanbad,HDFC,"25, Parekh Marg, Bhavnagar-581599",13
ATM0374,23.828646,86.407145,Dhanbad,SBI,"H.No. 24, Rout Chowk, Dibrugarh 991180",13
ATM0375,23.81597,86.411298,Dhanbad,SBI,"H.No. 414, Tripathi Marg, Allahabad-042532",13
ATM0376,23.746311,86.467386,Dhanbad,Canara,"35/62, Verma Path, Raichur-159636",13
ATM0377,23.785778,86.394587,Dhanbad,Canara,"H.No. 151, Baria, Alappuzha-815036",13
ATM0378,23.748766,86.455011,Dhanbad,SBI,"87/216, Oak Street, Mathura-818202",13
ATM0379,23.787683,86.41449,Dhanbad,PNB,"04/616, Buch Road, Ambattur 257306",13
ATM0380,23.81786,86.458084,Dhanbad,Canara,"H.No. 007, Kunda Street, Kalyan-Dombivli-354795",13
ATM0381,23.754196,86.385661,Dhanbad,SBI,"H.No. 352, Pandit Chowk, Bilaspur-290541",13
ATM0382,23.807484,86.447797,Dhanbad,SBI,"98/41, Hari Path, Mehsana-575554",13
ATM0383,23.811894,86.428966,Dhanbad,PNB,"05, Nori Chowk, Morena-416699",13
ATM0384,23.773017,86.455894,Dhanbad,SBI,"200, Narain Marg, Junagadh-410925",13
ATM0385,23.788691,86.408725,Dhanbad,Canara,"H.No. 918, Mani Marg, Munger-054592",13
ATM0386,23.794363,86.447113,Dhanbad,SBI,"39, Ghose Circle, Ghaziabad-997271",13
ATM0387,23.785226,86.440332,Dhanbad,SBI,"H.No. 33, Mittal Ganj, Madanapalle 774292",13
ATM0388,23.775842,86.401523,Dhanbad,SBI,"18/37, Menon, Kirari Suleman Nagar 955705",13
ATM0389,27.194145,77.451998,Bharatpur,PNB,"861, Murthy Marg, Moradabad 060729",14
ATM0390,27.208266,77.452919,Bharatpur,PNB,"H.No. 72, Buch Marg, Morena 584197",14
ATM0391,27.188211,77.495872,Bharatpur,Canara,"07, Kamdar Marg, Sambalpur 093533",14
ATM0392,27.200617,77.479707,Bharatpur,BOB,"64/966, Chander Zila, Mirzapur-072897",14
ATM0393,27.208822,77.485975,Bharatpur,SBI,"76, Sankar Ganj, Ghaziabad 471713",14
ATM0394,27.196506,77.482928,Bharatpur,PNB,"H.No. 12, Samra Zila, Gulbarga-586219",14
ATM0395,27.229214,77.468952,Bharatpur,PNB,"H.No. 116, Ratta Nagar, Mahbubnagar 520830",14
ATM0396,27.26182,77.457187,Bharatpur,HDFC,"67, Lal Chowk, Mathura-561901",14
ATM0397,27.21121,77.508961,Bharatpur,PNB,"H.No. 17, Dutta Zila, Serampore 372146",14
ATM0398,27.208871,77.450586,Bharatpur,PNB,"684, Minhas, Jalandhar-819329",14
ATM0399,27.205245,77.447865,Bharatpur,ICICI,"82/81, Dara Chowk, Rourkela-713507",14
ATM0400,27.23978,77.462157,Bharatpur,BOB,"H.No. 07, Kapur, Aligarh 129210",14
ATM0401,27.172838,77.503322,Bharatpur,PNB,"H.No. 32, Sankaran Street, Bihar Sharif-301616",14
ATM0402,27.18459,77.517623,Bharatpur,PNB,"H.No. 56, Parsa, Gudivada-340816",14
ATM0403,27.261022,77.504544,Bharatpur,SBI,"68/590, Murthy Nagar, Lucknow 861399",14
ATM0404,27.17548,77.465597,Bharatpur,SBI,"07/41, Barad Street, Kanpur 643274",14
ATM0405,27.180487,77.515915,Bharatpur,SBI,"H.No. 951, Soman Road, Nadiad 812895",14
ATM0406,27.260329,77.502795,Bharatpur,PNB,"90, Lal Circle, Medininagar 927417",14
ATM0407,27.221574,77.497947,Bharatpur,Canara,"81/30, Agrawal Path, Adoni 410969",14
ATM0408,27.253405,77.504299,Bharatpur,HDFC,"41/355, Banik Nagar, Siwan-380335",14
ATM0409,27.197521,77.537097,Bharatpur,SBI,"51/93, Krishnan Marg, Meerut-456673",14
ATM0410,27.209176,77.486892,Bharatpur,Canara,"H.No. 177, Pandit Circle, Ranchi 854921",14
ATM0411,27.244833,77.499142,Bharatpur,PNB,"H.No. 906, Raman Ganj, Jamalpur-361649",14
ATM0412,28.085041,76.998091,Nuh,SBI,"H.No. 492, Basu Road, Bhubaneswar 444000",15
ATM0413,28.13717,76.960573,Nuh,ICICI,"242, Raman Ganj, Bareilly-632543",15
ATM0414,28.139529,77.014401,Nuh,PNB,"H.No. 990, Sinha Ganj, Rampur 276710",15
ATM0415,28.100271,77.008332,Nuh,BOB,"47/666, Sagar Road, Pudukkottai 762264",15
ATM0416,28.143588,76.997873,Nuh,ICICI,"06/661, Modi Ganj, Tadepalligudem 689332",15
ATM0417,28.119184,76.985053,Nuh,PNB,"91/19, Karnik Road, Bhavnagar-684357",15
ATM0418,28.069086,76.959087,Nuh,SBI,"85/629, Ramanathan Chowk, Etawah 044908",15
ATM0419,28.143913,76.987244,Nuh,BOB,"08/78, Thaker Circle, Kanpur 925078",15
ATM0420,28.104455,76.970156,Nuh,SBI,"494, Magar Chowk, Erode-293694",15
ATM0421,28.097776,76.996842,Nuh,PNB,"13/83, Ratta Nagar, Rajpur Sonarpur-530501",15
ATM0422,28.069875,76.990185,Nuh,SBI,"075, Sahota Marg, Allahabad 607825",15
ATM0423,28.094877,76.986737,Nuh,Canara,"27, Kibe Marg, Sirsa 440012",15
ATM0424,28.132923,77.017631,Nuh,SBI,"14, Kalla, Pimpri-Chinchwad 823020",15
ATM0425,28.063451,77.020738,Nuh,SBI,"48/815, Wable Marg, Madanapalle 486709",15
ATM0426,28.126373,77.018556,Nuh,HDFC,"H.No. 80, Reddy Ganj, Bharatpur 522829",15
ATM0427,28.141328,76.986236,Nuh,Canara,"H.No. 208, Vyas Ganj, Berhampur-353858",15
ATM0428,28.068143,76.987882,Nuh,HDFC,"84/135, Guha Chowk, Deoghar 236973",15
ATM0429,27.508614,77.636595,Mathura,BOB,"36/47, Sanghvi Nagar, Jorhat-991278",14
ATM0430,27.450872,77.679592,Mathura,Canara,"H.No. 13, Konda Circle, Ahmedabad 722868",14
ATM0431,27.475248,77.636479,Mathura,BOB,"H.No. 76, Patil Zila, Mumbai-482944",14
ATM0432,27.537111,77.723416,Mathura,HDFC,"88/84, Sunder Chowk, North Dumdum-967139",14
ATM0433,27.451745,77.690746,Mathura,PNB,"27/195, Murty Nagar, Agra 131174",14
ATM0434,27.444223,77.654587,Mathura,HDFC,"H.No. 446, Khatri Road, Ambala-737082",14
ATM0435,27.476573,77.700316,Mathura,SBI,"49, Bains Path, Gangtok-076867",14
ATM0436,27.542398,77.639195,Mathura,SBI,"43/72, Basak Street, Bharatpur-371413",14
ATM0437,27.521212,77.674469,Mathura,PNB,"H.No. 56, Dave, Nagercoil-218512",14
ATM0438,27.516264,77.676353,Mathura,Canara,"96/76, Pingle Circle, Davanagere-249956",14
ATM0439,27.530039,77.685503,Mathura,Canara,"05, Parsa Marg, Nanded-779228",14
ATM0440,27.457825,77.641785,Mathura,Canara,"H.No. 10, Lata Marg, Madanapalle-724548",14
ATM0441,27.504874,77.713966,Mathura,BOB,"73, Mital Marg, Junagadh-242641",14
ATM0442,27.446769,77.66013,Mathura,BOB,"H.No. 384, Prakash Chowk, Berhampore-239315",14
ATM0443,27.539359,77.68476,Mathura,BOB,"05, Nigam Circle, Phusro-032625",14
ATM0444,27.52078,77.6471,Mathura,SBI,"09/950, Khurana Road, Pimpri-Chinchwad-091887",14
ATM0445,27.53896,77.702137,Mathura,HDFC,"H.No. 16, Rajagopalan Nagar, Chittoor-050390",14
ATM0446,27.461802,77.691531,Mathura,Canara,"H.No. 478, Bhardwaj Street, Amravati-967607",14
ATM0447,27.48646,77.700644,Mathura,BOB,"H.No. 09, Dhar Path, Miryalaguda 851231",14
ATM0448,27.492691,77.665566,Mathura,SBI,"62, Subramanian Circle, Chandigarh-493907",14
ATM0449,27.46237,77.684166,Mathura,ICICI,"28/46, Viswanathan Path, Ramgarh 557283",14
ATM0450,27.447618,77.671759,Mathura,PNB,"34/00, Mani Marg, Narasaraopet-451067",14
ATM0451,27.535829,77.69484,Mathura,PNB,"H.No. 66, Khurana Circle, Thoothukudi-175773",14
ATM0452,27.454868,77.632088,Mathura,SBI,"H.No. 961, Apte Ganj, Sambalpur 954806",14
ATM0453,27.487332,77.675035,Mathura,ICICI,"11, Swaminathan Marg, Anantapur 365306",14
ATM0454,27.451571,77.71475,Mathura,ICICI,"H.No. 822, Ganesh Street, Siwan 737201",14
ATM0455,27.530863,77.716747,Mathura,PNB,"H.No. 180, Narayanan, Durg 784749",14
ATM0456,27.482045,77.661096,Mathura,PNB,"H.No. 44, Bajwa Road, Jehanabad-341175",14
ATM0457,27.450561,77.646154,Mathura,SBI,"H.No. 317, Khanna Road, Howrah-798088",14
ATM0458,27.452308,77.69517,Mathura,SBI,"40/015, Parikh Marg, Baranagar-701394",14
ATM0459,27.457005,77.62753,Mathura,HDFC,"H.No. 147, Khalsa Zila, Sikar 016417",14
ATM0460,27.489645,77.706811,Mathura,BOB,"25, Nagar Nagar, Bhiwani-750112",14
ATM0461,27.489311,77.685235,Mathura,HDFC,"46/765, Verma Ganj, Darbhanga-127178",14
ATM0462,27.4443,77.645265,Mathura,SBI,"H.No. 452, Pandya Ganj, Faridabad-319305",14
ATM0463,27.536423,77.684588,Mathura,PNB,"635, Ramaswamy Path, Hospet 740709",14
ATM0464,27.520017,77.647464,Mathura,SBI,"015, Sengupta Zila, Indore-428017",14
ATM0465,27.466244,77.687595,Mathura,Canara,"H.No. 900, Solanki Chowk, Shivpuri-837521",14
ATM0466,24.446386,86.734815,Deoghar,Canara,"H.No. 317, Chada Nagar, Bhagalpur 042706",16
ATM0467,24.436944,86.695838,Deoghar,SBI,"H.No. 48, Bath Zila, Alappuzha-240982",16
ATM0468,24.449658,86.687224,Deoghar,Canara,"77/532, Varkey Circle, Berhampur-228896",16
ATM0469,24.459356,86.685957,Deoghar,Canara,"H.No. 54, Ahluwalia Street, Suryapet 394899",16
ATM0470,24.443861,86.741765,Deoghar,SBI,"474, Bhatti Nagar, Mehsana 863118",16
ATM0471,24.487906,86.695033,Deoghar,HDFC,"43/22, Kuruvilla Street, Guntur-898323",16
ATM0472,24.490715,86.683345,Deoghar,PNB,"H.No. 98, Setty, Jhansi 559773",16
ATM0473,24.498867,86.742404,Deoghar,SBI,"H.No. 95, Jaggi Zila, Bhalswa Jahangir Pur 839437",16
ATM0474,24.436924,86.723152,Deoghar,SBI,"55, Munshi Path, Sultan Pur Majra 956657",16
ATM0475,24.508594,86.707126,Deoghar,BOB,"H.No. 908, Krishnan Road, Tirunelveli-609418",16
ATM0476,24.508819,86.677552,Deoghar,SBI,"H.No. 13, Dar Ganj, Panvel 726738",16
ATM0477,24.489901,86.725651,Deoghar,SBI,"60/04, Ramachandran Circle, Saharanpur-029110",16
ATM0478,24.513214,86.690762,Deoghar,Canara,"H.No. 33, Bhakta Ganj, Thrissur-197242",16
ATM0479,24.498474,86.72545,Deoghar,SBI,"97, Dugar Chowk, Gulbarga 024671",16
ATM0480,24.512919,86.690068,Deoghar,SBI,"H.No. 19, Kibe, Thane 554981",16
ATM0481,24.439681,86.664247,Deoghar,SBI,"77/96, Chawla, Alappuzha 083089",16
ATM0482,24.528637,86.695838,Deoghar,HDFC,"54/921, Nori Zila, Panchkula-329800",16
ATM0483,27.55034,76.588262,Alwar,Canara,"81/43, Chaudhuri Street, Bhalswa Jahangir Pur-716537",17
ATM0484,27.531611,76.670814,Alwar,SBI,"06, Gera Path, Madurai-579666",17
ATM0485,27.568573,76.611922,Alwar,BOB,"43/02, Kari Path, Bhagalpur 002271",17
ATM0486,27.546695,76.624602,Alwar,PNB,"000, Sodhi Path, Bahraich 431339",17
ATM0487,27.598648,76.618504,Alwar,SBI,"31/34, Bhakta Zila, Jalna 921848",17
ATM0488,27.572207,76.621335,Alwar,BOB,"15/189, Deshmukh Circle, Pune 687113",17
ATM0489,27.529672,76.592861,Alwar,PNB,"H.No. 86, Vaidya Zila, Shahjahanpur-492677",17
ATM0490,27.546061,76.68411,Alwar,SBI,"H.No. 82, Palla Street, Begusarai-592874",17
ATM0491,27.532377,76.59486,Alwar,SBI,"92, Rama Nagar, Bijapur 156549",17
ATM0492,27.532564,76.629192,Alwar,BOB,"235, Karan Road, Delhi-622237",17
ATM0493,27.519664,76.628991,Alwar,PNB,"54, Pillay Ganj, Ulhasnagar-267866",17
ATM0494,27.575681,76.675761,Alwar,Canara,"H.No. 896, Viswanathan Nagar, Hindupur-635668",17
ATM0495,27.546494,76.648547,Alwar,BOB,"889, Karnik Nagar, Navi Mumbai-814195",17
ATM0496,27.508736,76.651718,Alwar,PNB,"575, Agarwal Chowk, Agartala-871643",17
ATM0497,27.554309,76.65959,Alwar,SBI,"H.No. 694, Arya, Rourkela 358289",17
ATM0498,27.506114,76.669467,Alwar,Canara,"157, Jain, Firozabad 761686",17
ATM0499,27.546817,76.597223,Alwar,SBI,"H.No. 05, Uppal Path, Akola 204203",17
ATM0500,27.567516,76.620815,Alwar,HDFC,"394, Dutt Street, Davanagere 174869",17
ATM0501,27.506239,76.599944,Alwar,PNB,"92/44, Bhargava Circle, Sambalpur-701433",17
ATM0502,27.540096,76.628994,Alwar,SBI,"09, Kaur Chowk, Bhatpara 397133",17
ATM0503,27.51677,76.621295,Alwar,SBI,"H.No. 18, Chaudhry Nagar, Firozabad-190939",17
ATM0504,27.530869,76.680652,Alwar,SBI,"H.No. 836, Narula Marg, Buxar 567298",17
ATM0505,27.521605,76.636375,Alwar,HDFC,"H.No. 523, Chowdhury Chowk, Avadi-313717",17
ATM0506,27.514776,76.662096,Alwar,BOB,"64, Kaul Chowk, Nagpur-952077",17
ATM0507,27.524457,76.645788,Alwar,Canara,"H.No. 243, Keer Path, Panvel 131969",17
ATM0508,27.602863,76.604618,Alwar,SBI,"39/041, Palan Circle, Medininagar 280923",17
ATM0509,27.510405,76.601866,Alwar,BOB,"54/25, Tailor Zila, Thiruvananthapuram 439103",17
ATM0510,27.602726,76.665651,Alwar,HDFC,"42, Kothari Nagar, Gopalpur-549617",17
ATM0511,27.601657,76.651384,Alwar,BOB,"14/448, Jain, Katihar-685467",17
ATM0512,27.558,76.613636,Alwar,SBI,"99/431, Dhaliwal Circle, Khora  613904",17
ATM0513,27.518751,76.655556,Alwar,BOB,"H.No. 741, Sengupta Road, Raichur 357674",17
ATM0514,27.520409,76.620749,Alwar,SBI,"508, Chaudhari Marg, Nizamabad-655210",17
ATM0515,29.013707,77.680074,Meerut,PNB,"566, Grewal Zila, Motihari-675065",18
ATM0516,28.97059,77.713628,Meerut,PNB,"H.No. 755, Shanker Path, Bangalore 267240",18
ATM0517,29.032801,77.669377,Meerut,ICICI,"73/11, Divan Ganj, Sambhal-196332",18
ATM0518,28.941075,77.696216,Meerut,BOB,"98/439, Chad Road, Raiganj-953616",18
ATM0519,28.982367,77.69748,Meerut,PNB,"H.No. 046, Ramanathan Path, Cuttack-012463",18
ATM0520,28.99199,77.668933,Meerut,SBI,"32/470, Chaudhary Ganj, Amaravati 309770",18
ATM0521,28.941917,77.702983,Meerut,PNB,"18, Barman Zila, Morena-359085",18
ATM0522,28.947333,77.739305,Meerut,Canara,"H.No. 02, Dixit Street, Kirari Suleman Nagar-582754",18
ATM0523,28.993279,77.733178,Meerut,SBI,"668, Bhalla Ganj, Amaravati 178138",18
ATM0524,28.984786,77.743221,Meerut,ICICI,"94/388, Ganesh, Farrukhabad-073613",18
ATM0525,28.98631,77.686812,Meerut,SBI,"H.No. 004, Naik Path, Bhilai-025036",18
ATM0526,29.027974,77.678947,Meerut,HDFC,"45, Solanki Zila, Thane-467351",18
ATM0527,28.98639,77.684805,Meerut,SBI,"73, Basu Path, Pali 962659",18
ATM0528,28.95413,77.752035,Meerut,SBI,"12/77, Kant Nagar, Korba 482000",18
ATM0529,28.997002,77.717843,Meerut,SBI,"00/221, Mutti, Sangli-Miraj & Kupwad-565441",18
ATM0530,28.998599,77.715581,Meerut,Canara,"41/22, Shankar Street, Tezpur 061413",18
ATM0531,28.95162,77.718848,Meerut,HDFC,"449, Walla Path, Mau 487177",18
ATM0532,28.968262,77.748793,Meerut,SBI,"72/765, Kale Street, Guntakal 483521",18
ATM0533,29.020878,77.664522,Meerut,HDFC,"H.No. 900, Singh Street, Ongole-638893",18
ATM0534,29.011602,77.682866,Meerut,SBI,"42/20, Dugar Path, Aurangabad 642300",18
ATM0535,28.991714,77.718211,Meerut,SBI,"52/711, Chad Nagar, Hospet 400417",18
